id	navi	ipa	infixes	partOfSpeech	source	stressed	syllables	infixDots	de	en	et	fr	hu	nl	pl	ru	sv
536	fyawìntxu	fja.w·ɪn.ˈt'·u	fyaw<0><1>ìntx<2>u	vin.	ASG	3	fya-wìn-txu	fyaw.ìntx.u	anleiten, führen, leiten	guide (with dative of thing guided)	juhatama, teed näitama	guider	vezet, utat mutat	leiden (met het geleidde in datief)	prowadzić, przewodzić (obiekt przewodzony, prowadzony w formie celownika)	вести, направлять	guide (med dativ av den guidade saken)
540	ha	ha	NULL	adv.	Taronyu's dictionary 10.015 => Frommer	1	ha	NULL	so, also, daher, in diesem Fall	so, in that case	sel juhul, siis	ainsi | dans ce cas	úgy, akkor, abban az esetben	dus, in dat geval	więc, w takim razie	так что, в таком случае	så, i så fall
544	hahaw	ˈh·a.h·aw	h<0><1>ah<2>aw	vin.	Taronyu's dictionary -> Paul Frommer	1	ha-haw	h.ah.aw	schlafen	sleep	magama	dormir	alszik	slapen	spać	спать	sova
548	hapxì	ha.ˈp'ɪ	NULL	n.	Taronyu's dictionary 10.015 => Frommer	2	ha-pxì	NULL	Teil	part	osa, tükk	morceau | bout | partie	rész	deel	część	часть	del, bit
552	hasey	ha.ˈsɛj	NULL	adj.	Taronyu's dictionary 10.015 => Frommer	2	ha-sey	NULL	fertig, erledigt, fertiggestellt	done, finished	tehtud, lõpetatud, valmis	fini | terminé	kész, befejezett	klaar, gedaan	zrobiony, skończony	готовый, законченный, завершенный	färdig, klar
556	hawnu	ˈh·aw.n·u	h<0><1>awn<2>u	vtr.	Taronyu's dictionary 10.015 => Frommer	1	haw-nu	h.awn.u	schützen, beschützen, wahren	protect, shelter	kaitsma, varjama	protéger | abriter	(meg)véd, (meg)óv	beschermen	chronić, osłaniać	охранять, защищать, укрывать	skydda, beskydda
560	hì'i	ˈhɪ.ʔi	NULL	adj.	Taronyu's dictionary 10.015 => Frommer	1	hì-'i	NULL	klein, gering (Größe)	small, little (in size)	väike	petit (pour une taille)	kicsi, apró, parányi	klein (in grootte)	mały, niewielki rozmiarem	маленький (в размере)	liten (i storlek)
564	hiyìk	ˈhi.jɪk̚	NULL	adj.	Taronyu's dictionary 10.015 => Frommer	1	hi-yìk	NULL	lustig, seltsam, komisch	funny, strange	naljakas, imelik, veider	rigolo (dans le sens 'étrange' 'louche' 'bizarre')	különös, furcsa	grappig, vreemd	zabawny, dziwny	смешной, забавный, странный	konstig
568	hol	hol	NULL	adj.	http://forum.learnnavi.org/language-updates/talun-taweyk-tafral-lun-oeyk-holpxay-hol/ (01 Feb 2010)	1	hol	NULL	wenig, ein paar, einige	few	natuke	(seulement un) peu de | pas beaucoup de	néhány, kevés	weinig	nieliczny	несколько, немного	några, få
572	holpxay	hol.ˈp'aj	NULL	n.	Frommer (1. Feb 2010) http://forum.learnnavi.org/language-updates/talun-taweyk-tafral-lun-oeyk-holpxay-hol/	2	hol-pxay	NULL	Zahl, Nummer	number	number	nombre	szám	hoeveelheid	liczba	число	nummer
576	hrrap	ˈhṛ.ap̚	NULL	n.	Taronyu's dictionary 10.015 => Frommer	1	hrr-ap	NULL	Gefahr	danger	oht	danger	veszély	gevaar	niebezpieczeństwo, zagrożenie	опасность	fara
580	hu	hu	NULL	adp.	Taronyu's dictionary 10.015 => Frommer	1	hu	NULL	mit, zusammen mit, in Begleitung von	with (accompaniment)	koos (kellegagi)	avec	val/vel (társhatározó)	met	z (o towarzyszeniu)	вместе с	med (ackompanjemang)
584	hufwe	hu.ˈfwɛ	NULL	n.	Taronyu's dictionary 10.015 => Frommer	2	hu-fwe	NULL	Wind	wind	tuul	vent	szél (szellő)	wind	wiatr	ветер	vind
588	hum	h·um	h<0><1><2>um	vin.	Frommer (21.10.2011) http://forum.learnnavi.org/language-updates/txing-and-hum/	1	hum	h..um	abreisen, weggehen, verlassen	leave, depart	lahkuma, ära minema	partir | quitter | s'en aller	elmegy, elhagy	weggaan	odchodzić, opuszczać	отправляться, уходить, покидать	lämna
592	i'en	ˈiʔ.ɛn	NULL	n.	Taronyu's dictionary 10.015 => James Cameron	1	i'-en	NULL	Saiteninstrument	stringed instrument	keelpill	instrument à corde	húros hangszer	snaarinstrument	instrument strunowy	струнный муз. инструмент	stränginstrument
604	ikran	ˈik.ɾan	NULL	n.	Taronyu's dictionary -> James Cameron	1	ik-ran	NULL	Banshee	banshee	Mardus, Ikran (banshee)	banshee (banshee des montagnes)	ikran/sikoll (na'vik repülő hátasa) (pandorai állatfaj)	harpij	zmora	горный банши	vålnad
608	ikranay	ik.ɾa.ˈnaj	NULL	n.	Activist Survival Guide; http://naviteri.org/2013/02/vospxi-ayol-posti-apup-short-post-for-a-short-month/ (28 Feb 2013)	3	ik-ra-nay	NULL	Waldbanshee	forest banshee	metsmardus (forest banshee)	banshee des forêts | ([plus petit cousin du banshee des montagnes])	erdei ikran / sikoll	bosharpij	zmora leśna	лесной банши	skogsvålnad
612	ioang	i.ˈo.aŋ	NULL	n.	Taronyu's dictionary 10.015 => Frommer	2	i-o-ang	NULL	Tier, Bestie, Biest	animal, beast	loom, elukas	bête | animal	állat, vadállat	dier, beest	zwierzę	зверь, животное	djur, best
616	irayo	i.ˈɾa.jo	NULL	n., intj.	Taronyu's dictionary -> James Cameron	2	i-ra-yo	NULL	Danke, Dank	thank you, thanks	aitäh, tänud	remerciement	köszönet, köszönöm!	bedankt, dank je	podziękowanie, dzięki	спасибо	tack
648	ìlä+	ˈɪ.læ] or [ɪ.ˈlæ	NULL	adp.	Taronyu's dictionary 9.661 < Frommer	1	ì-lä	NULL	folgend, entlang, via; laut	by, via, following, according to	(millegi, kellegi) kaudu, läbi	suivant | via | par | selon (quelqu'un)	által(a), révén, keresztül, mentén	via, volgens	przez, podążając za, zgodnie z	посредством чеголибо, сквозь, через, согласно чемуто	av, via, efter
676	ka	ka	NULL	adp.	Frommer	1	ka	NULL	(quer) über, übergreifend	across, covering thoroughly	üleni	à travers	túl(ra), át(al)	overheen, volledig bedekkend	poprzez	через (направление)	över, grundligt täckande
680	kä	k·æ	k<0><1><2>ä	vin.	Taronyu's dictionary 9.75 < Frommer	1	kä	k..ä	gehen	go	minema	aller	megy	gaan	iść	идти, ехать, двигаться	åka, gå, fara
684	kali'weya	ka.liʔ.ˈwɛ.ja	NULL	n.	Taronyu's dictionary -> Survival Guide	3	ka-li'-we-ya	NULL	giftige Spinnenart	species of poisonous arachnid	astelämblik	espèce d'arachnide venimeuse | [Scorpiosista virosae]	mérgező pókszabású állat (pandorai állatfaj)	giftige spinnensoort	scorpiosista virosae, arachnoid	вид ядовитых паукообразных	en art av giftigt spindeldjur
688	kalin	ka.ˈlin	NULL	adj.	Taronyu's Dictionary 9.75 < Frommer	2	ka-lin	NULL	süß (Geschmack)	sweet to the taste	hea maitsega	doux	édes (íz)	zoet (smaak)	słodki w smaku	сладкий	söt (smak)
692	kaltxì	kal.ˈt'ɪ	NULL	intj.	Avatar Movie	2	kal-txì	NULL	Hallo	hello	tere	bonjour | salut	szia!, üdvözöllek! (találkozáskor)	hallo	cześć	привет	Hej
696	kämakto	kæ.ˈm·ak.t·o	käm<0><1>akt<2>o	v.	Taronyu's Dictionary 9.75 < Frommer	2	kä-mak-to	käm.akt.o	ausreiten	ride out	välja lendama/ratsutama/sõitma	chevaucher	kilovagol	uitrijden	wyruszać	выезжать, выдвигаться	rid ut
700	kame	ˈk·a.m·ɛ	k<0><1>am<2>e	vtr.	Avatar Movie	1	ka-me	k.am.e	sehen, verstehen, kennen, erkennen (spirituell)	see, see into, understand, know (spiritual sense)	nägema, sisse nägema, aru saama, teadma (vaimne)	voir  | voir en | ([dans le sens spirituel])	(bele)lát (spirituális értelemben), lény(eg)ében megért/felismer, 'grokkol'	(in)zien	widzieć, rozumieć, zaglądać, wiedzieć (w sensie duchowym)	видеть сущность, понимать, знать	se, se in i, förstå, känna (spirituellt)
704	kan	k·an	k<0><1><2>an	vtrm.	Taronyu's Dictionary 9.5 < Frommer	1	kan	k..an	vtrm. zielen, abzielen, beabsichtigen; vtr. zielen, eine Waffe oder anderes Objekt auf ein Ziel richten	aim, to intend; aim, to direct a weapon or other object at a target	sihtima, suunama; suunitlema, kavatsema	viser (à faire qqch/avec une arme) | avoir l'intention de	(meg)céloz	doelen op, bedoelen; richten, een wapen of object op een doel richten	zamierzać	целиться	sikta
708	kangay	ka.ˈŋaj	NULL	adj.	Taronyu's Dictionary 9.75 < Frommer	2	ka-ngay	NULL	gültig, stichhaltig, richtig	valid	kehtiv, tõene	valide	érvényes	geldig	obowiązujący, właściwy	действенный, эффективный, действующий	giltig
712	kar	k·aɾ	k<0><1><2>ar	vtr.	Taronyu's Dictionary 9.75 < Frommer	1	kar	k..ar	lehren, unterrichten	teach	õpetama	enseigner	tanít	leren, doceren	uczyć (kogoś)	учить	lära ut
716	karyu	ˈkaɾ.ju	NULL	n.	Taronyu's Dictionary 9.75 < Frommer	1	kar-yu	NULL	Lehrer	teacher	õpetaja	professeur | enseignant	tanító	leraar	nauczyciel	учитель	lärare
720	kato	ˈka.to	NULL	n.	Taronyu's Dictionary 9.75 < Frommer	1	ka-to	NULL	Rhythmus	rhythm	rütm	rythme	ritmus	ritme	rytm	ритм	rytm
728	kawkrr	ˈkaw.kṛ	NULL	adv.	Taronyu's Dictionary 9.75 < Frommer	1	kaw-krr	NULL	niemals, nie	never	mitte kunagi	jamais	soha	nooit	nigdy	никогда	aldrig
732	kawng	kawŋ	NULL	adj.	Frommer	1	kawng	NULL	böse, schlecht, übel	bad, evil	paha, kuri	mauvais | pas bon | maléfique	rossz, gonosz	slecht	niedobry, zły	плохой, дурной, злой	dålig, ond
736	kawtu	ˈkaw.tu	NULL	pn.	Taronyu's dictionary 9.75 < Frommer	1	kaw-tu	NULL	niemand	noone	mitte keegi	personne	senki	niemand	nikt	никто	ingen
740	ke	kɛ	NULL	part.	Taronyu's Dictionary 9.75 < Frommer	1	ke	NULL	nicht	not	mitte	pas | ne ... pas	nem	niet	nie	не	inte
748	ke'u	ˈkɛ.ʔu	NULL	pn.	Taronyu's dictionary 9.75 < Frommer	1	ke-'u	NULL	nichts, Nichts	nothing	mitte midagi	rien	semmi	helemaal niets, helemaal niet	nic, nijak, w żaden sposób	ничего, ничто	ingenting, ingenting alls, inget alls
752	kehe	ˈkɛ.hɛ	NULL	part., intj.	Taronyu's dictionary 9.75 < Frommer	1	ke-he	NULL	nein	no	ei	non	nem (tagadás)	nee	nie	нет	nej
756	kelku	ˈkɛl.ku	NULL	n.	Taronyu's Dictionary 9.75 < Frommer	1	kel-ku	NULL	Heim, Heimat, Zuhause, Haus	home, house	kodu, maja	maison	otthon, ház	thuis, huis	dom	дом	hus, hem
760	kelku si	ˈkɛl.ku ˈs·i	kelku s<0><1><2>i	vin.	Taronyu's dictionary 9.75 < Frommer	2	kel-ku si	kelku s..i	leben, wohnen, hausen	live, dwell	elama, paiknema	habiter | vivre	lakik	wonen	mieszkać	жить, обитать	bo, leva
768	kem	kɛm	NULL	n.	Taronyu's dictionary 9.75 < Frommer	1	kem	NULL	Ding (Aktion), Tat, Handlung	thing (action), deed	tegevus, tegu	action | acte	cselekedet, tett	actie, daad	czynność, dokonanie	действие, поступок	sak, handling, dåd
772	kempe	ˈkɛm.pɛ	NULL	inter.	Taronyu's Dictionary 9.75 < Frommer	1	kem-pe	NULL	Was? (Welche Aktion)	what (action)	mis (tegevus)	quoi | que (action)	mi történik? mit csinál?	wat, welke (actie)	jaka (czynność)	что (вопрос к действию)	vilken (handling)
776	kenong	ˈk·ɛ.n·oŋ] or [ˈkɛ.n·oŋ	k<0><1>en<2>ong	vin.	Taronyu's Dictionary 9.75 < Frommer	1	ke-nong	k.en.ong	darstellen, veranschaulichen, bedeuten, repräsentieren (ii)	model, represent, exemplify (ii)	kujutama, esindama, näiteks olema (e)	représenter	példát mutat, elől jár	representeren	demonstrować, reprezentować (ii)	иллюстрировать (на примере), приводить пример, представлять в качестве образца	representera, företräder, exemplifierar
780	kerusey	ˈkɛ.ɾu.sɛj	NULL	adj.	Taronyu's Dictionary 9.75 < Frommer	1	ke-ru-sey	NULL	tot	dead	surnud	mort | décédé	halott	dood	martwy	мертвый	död
784	ketuwong	ˈkɛ.tu.woŋ	NULL	n.	Taronyu's Dictionary 9.75 < Frommer	1	ke-tu-wong	NULL	Alien, Außerirdische/r, Fremde/r	alien	võõras isik	alien | étranger (la personne)	idegen, ismeretlen személy	vreemdeling	obcy	чужой, чужак, чужестранец	alien, utomjording
788	kewong	ˈkɛ.woŋ	NULL	adj.	Taronyu's dictionary 9.75 < Frommer	1	ke-wong	NULL	fremd, außerirdisch	alien	võõras	étranger (dans le sens 'quelque chose d'étranger')	idegen, ismeretlen	vreemd (buitenaards)	obcy	чужой	främmande, utomjordisk
792	keye'ung	kɛ.ˈjɛ.ʔuŋ	NULL	n.	Taronyu's dictionary 9.75 < Frommer	2	ke-ye-'ung	NULL	Wahnsinn, Irrsinn	insanity	hullumeelsus	démence | folie	őrület	krankzinnigheid	szaleństwo, głupota, obłęd	безумие, умопомешательство	vansinne
800	kifkey	ki.ˈfkɛj	NULL	n.	Taronyu's Dictionary 9.75 < Frommer	2	ki-fkey	NULL	Welt (physisch)	world (physical, solid)	maailm (füüsiline, tahke)	monde (physique)	világ (fizikai, kézzelfogható)	wereld (fysiek, solide)	świat (fizyczny)	материальный мир	värld (fysisk, solid)
804	kilvan	kil.ˈvan	NULL	n.	Taronyu's Dictionary 9.75 < Frommer	2	kil-van	NULL	Fluss	river	jõgi	rivière	folyó	rivier	rzeka	река	flod
808	kìm	k·ɪm	k<0><1><2>ìm	vtr.	Taronyu's dictionary 9.75 http://forum.learnnavi.org/language-updates/ftarpa-and-skienpa-added-to-dict/msg570362/#msg570362 (12 Jan 2013)	1	kìm	k..ìm	drehen, wirbeln	spin, to spin (something)	keerlema, keerutama (midagi); Pol rumit kolìm  ta keerutas palli	faire: | tourner (qqch) | tournoyer (qqch) | pivoter (qqch)	forgat, pörget	(iets) draaien, laten tollen	wirować, obracać (czymś)	вращать (чтолибо)	snurra
812	kin	k·in	k<0><1><2>in	vtr.	Taronyu's Dictionary 9.75 < Frommer	1	kin	k..in	brauchen, bedürfen, benötigen	need	vajama	avoir besoin de (qqch)	szüksége van valamire	nodig hebben	potrzebować	нуждаться (в комто или чемто)	behöva
820	kinam	ki.ˈnam	NULL	n.	Taronyu's dictionary 9.75 < Frommer	2	ki-nam	NULL	Bein	leg	jalg	jambe	láb	been	noga	нога	ben
824	kinamtil	ki.ˈnam.til	NULL	n.	Taronyu's Dictionary 9.75 < Frommer	2	ki-nam-til	NULL	Knie	knee	põlv	genoux	térd	knie	kolano	колено	knä
828	kìng	kɪŋ	NULL	n.	Taronyu's Dictionary 9.75 < Frommer	1	kìng	NULL	Faden, Strang	thread	niit, lõng	fil	fonal	draad	nić, wątek	нить	tråd
832	kip	kip̚	NULL	adp.	Taronyu's dictionary 9.75 < Frommer	1	kip	NULL	zwischen, unter, mitten unter, inmitten	among	(kellegi) hulgas	parmi	között(e)	tussen	wśród	между, посреди, среди	bland
836	kìte'e	kɪ.tɛ.ˈʔɛ	NULL	n.	Taronyu's dictionary 9.661 < Frommer	3	kì-te-'e	NULL	Dienst, Dienstleistung	service	teenus, teenistus	service	szolgálat	dienst	służba, usługa	служба, занятие, работа, услуга	tjänst
848	kllfro'	kḷ.ˈfɾ·oʔ	kllfr<0><1><2>o'	vin.	Taronyu's dictionary 9.661 < Frommer	2	kll-fro'	kllfr..o'	verantwortlich sein	be responsible	vastutav olema	être responsable	felelős valamiért	verantwoordelijk zijn	być odpowiedzialnym	нести ответственность	vara ansvarig
852	kllkulat	kḷ.ˈk·u.l·at̚	kllk<0><1>ul<2>at	vtr.	Taronyu's dictionary 9.689 < Frommer	2	kll-ku-lat	kllk.ul.at	aufgraben, ausgraben	dig up	kaevama	arracher | retourner | déterrer	felás	opgraven	wykopać	прокапывать	gräva upp
856	kllkxem	kḷ.ˈk'·ɛm	kllkx<0><1><2>em	vin.	Taronyu's dictionary 9.689 < Frommer	2	kll-kxem	kllkx..em	stehen	stand	seisma	être debout | se tenir debout (position)	áll	staan	stać	стоять	stå
860	kllpxìltu	kḷ.ˈp'ɪl.tu	NULL	n.	Taronyu's Dictionary 9.689 < Frommer	2	kll-pxìl-tu	NULL	Bereich, Gebiet, Land, Territorium	territory	territoorium, maaala	territoire	terület	gebied, territorium	terytorium	территория	område
864	kllte	ˈkḷ.tɛ	NULL	n.	Taronyu's dictionary9.689 < Frommer	1	kll-te	NULL	Boden, Grund	ground	maa, maapind	terre | terrain | sol	föld, talaj	grond	ziemia, grunt	земля	mark
868	ko	ko	NULL	part.	http://wiki.learnnavi.org/index.php?title=Canon#Extracts_from_various_emails (09 Jan 2010)	1	ko	NULL	Einverständnis einholen (makto ko!  'Lass uns reiten!')	solicit agreement	pealesurutud nõustumine (eks)	([solicite un accord])	nosza!	instemmend	NULL	призыв к действию, побуждение к согласию	NULL
872	kop	kop̚	NULL	adv.	http://naviteri.org/2015/04/some-new-words-for-may-day/ (30 Apr 2015)	1	kop	NULL	auch, ebenfalls, zusätzlich	too, also, additionally	ka, samuti, lisaks	aussi | également | de plus | ([extension de l'information déjà donnée])	is, szintén	ook, alsmede, tegelijk met	też, również, także	также, в том числе	också
876	koren	ko.ˈɾɛn	NULL	n.	Taronyu's Dictionary 9.75 < Paul Frommer	2	ko-ren	NULL	Regel, Richtlinie	rule, guideline	reegel, juhtnöör	règle	szabály	regel, richtlijn	zasada, wytyczna, wskazówka	правило	regel, riktlinje
880	krr	kṛ	NULL	n.	Taronyu's Dictionary 9.75 < Frommer	1	krr	NULL	Zeit	time	aeg	temps | heure ([au sens temporel])	idő	tijd	czas	время	tid
888	krrnekx	kṛ.ˈn·ɛk'	krrn<0><1><2>ekx	vin.	Taronyu's dictionary 9.75 < Frommer	2	krr-nekx	krrn..ekx	dauern, Zeit brauchen (ii)	take/consume time (ii)	aega võtma/nõudma (e)	prendre du temps	időt vesz igénybe (ii)	tijd verbruiken	zajmować czas (ii)	требовать времени	ta tid, konsumera tid
892	krrpe	ˈkṛ.pɛ	NULL	inter.	Taronyu's dictionary 9.75 < Frommer	1	krr-pe	NULL	Wann?	when	millal (mis ajal)	quand?	mikor?	wanneer	kiedy	когда (в какое время)	när
896	kunsìp	ˈkun.sɪp̚	NULL	n.	Taronyu's Dictionary 9.75 < Frommer	1	kun-sìp	NULL	Hubschrauber (Waffenschiff)	gunship	lahingulaev	gunship | hélico de combat	harci helikopter	gevechtsvliegtuig	śmigłowiec szturmowy	ударный вертолёт	flygvapen
900	kurakx	k·u.ˈɾ·ak'	k<0><1>ur<2>akx	vtr.	Taronyu's dictionary 9.53 < Frommer (15.08. 2011) http://forum.learnnavi.org/language-updates/confirmation-on-kurakx-eytukan-line-and-toitslan/	2	ku-rakx	k.ur.akx	verjagen, vertreiben	drive out	välja sõitma	chasser | rabattre | (faire) sortir de force	kiűz, elüldöz	uitdrijven	wypędzać	выезжать, выдвигаться откудалибо	driva ut
904	kxam	k'am	NULL	n.	Frommer	1	kxam	NULL	Mitte, Mittelpunkt	middle, midpoint	keskpunkt, keskmine	milieu	közép, középpont	midden	środek, połowa	середина, центр	mitt, mittpunkt
908	kxamtseng	ˈk'am.t͡sɛŋ	NULL	n.	Taronyu's Dictionary 9.75 < Frommer	1	kxam-tseng	NULL	Zentrum, Mittelpunkt (Ort)	center, place in the middle	kese, koht keskel	centre | place centrale	központi hely	middelpunt, plaats in het midden	centrum, miejsce w środku	место посередине	center, mitt, plats i mitten
912	kxangangang	ˈk'aŋ.aŋ.aŋ	NULL	intj.	Taronyu's Dictionary 9.75 < Frommer	1	kxang-ang-ang	NULL	Bumm, Knall (Lautmalerei)	boom (onomatopoeic)	pauhh, põmm (kõlamaaling)	boum ([onomatopée])	bumm! (hangutánzószó)	boem (onomatopee)	bum (onomatopeja)	бабах (звукоподражание)	boom, pang, crash (onomatopoetikon)
916	kxanì	ˈk'a.nɪ	NULL	adj.	Taronyu's dictionary 9.75 < Frommer	1	kxa-nì	NULL	verboten, unerlaubt	forbidden	keelatud	Interdit	tiltott	verboden	zabroniony	запрещённый, запретный	förbjuden
920	kxawm	k'awm	NULL	adv.	Taronyu's Dictionary 9.75 < Frommer	1	kxawm	NULL	vielleicht, eventuell	perhaps, maybe	ehk, võibolla	peut-être	talán, esetleg	misschien	może, być może	может быть, возможно	kanske
924	kxener	ˈk'ɛ.nɛɾ	NULL	n.	Frommer http://forum.learnnavi.org/language-updates/should-have-posted-this-a-while-ago/msg135702/#msg135702	1	kxe-ner	NULL	Rauch	smoke	suits	fumée	füst	rook	dym	дым	rök
928	kxetse	ˈk'ɛ.t͡sɛ	NULL	n.	Taronyu's dictionary 9.75 < Frommer	1	kxe-tse	NULL	Schwanz	tail	saba	queue	farok	staart	ogon	хвост	svans
932	kxeyey	ˈk'ɛ.jɛj	NULL	n.	Taronyu's Dictionary 9.75 < Frommer	1	kxe-yey	NULL	Fehler, Irrtum	error, mistake	viga, eksitus	erreur | faute	hiba	fout	błąd, pomyłka	ошибка	fel, misstag
936	kxll	k'ḷ	NULL	n.	Taronyu's dictionary 9.661 < Frommer	1	kxll	NULL	Ansturm, Angriff	charge, running attack	kallaletung, rünnak	charge	lerohanás	aanval	szarża	нападать, бросаться в атаку	attack
