id	navi	ipa	infixes	partOfSpeech	localized	source
1320	nìwotx	nɪ.ˈwot'	NULL	adv.	all (of), in toto, completely	Taronyu's Dictionary -> Paul Frommer
1332	nulkrr	nul.ˈkṛ	NULL	adv.	longer (time)	Taronyu's Dictionary 9.75 => Frommer
1336	nulnew	nul.ˈn·ɛw	nuln<0><1><2>ew	vtrm.	prefer (ii)	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
1340	nume	ˈn·u.m·ɛ	n<0><1>um<2>e	vin.	learn	http://forum.learnnavi.org/language-updates/ordinals-nume/ (5 Jun 2013)
1348	nga	ŋa	NULL	pn.	you	Avatar Movie
1352	ngawng	ŋawŋ	NULL	n.	worm	Frommer => Taronyu's Dictionary
1356	ngay	ŋaj	NULL	adj.	true	Frommer => Taronyu's Dictionary
1360	ngenga	ŋɛ.ˈŋa	NULL	pn.	you (honorific form)	Taronyu's Dictionary => Frommer
1364	ngim	ŋim	NULL	adj.	long (physical length)	Taronyu's Dictionary -> Paul Frommer
1368	ngop	ŋ·op̚	ng<0><1><2>op	vtr.	create	Taronyu's Dictionary => Frommer
1372	ngrr	ŋṛ	NULL	n.	root	Frommer (19. Feb 2010) http://wiki.learnnavi.org/index.php?title=Canon#Zenke
1376	nguway	ˈŋu.waj	NULL	n.	howl, viperwolf cry	Taronyu's Dictionary 9.663 < Frommer
1380	oe	ˈo.ɛ	NULL	pn.	I, me	Frommer / Taronyu's Dictionary
1384	oeng	ˈwɛŋ	NULL	pn.	we two, us two (dual inclusive), you and I	http://forum.learnnavi.org/language-updates/confirmation-on-pronunciation-of-oe-words
1388	oeyk	o.ˈɛjk̚	NULL	n.	cause	http://forum.learnnavi.org/language-updates/talun-taweyk-tafral-lun-oeyk-holpxay-hol/
1392	ohe	ˈo.hɛ	NULL	pn.	I (deferential or ceremonial form)	Taronyu's Dictionary => Frommer
1404	olo'	o.ˈloʔ	NULL	n.	clan	Taronyu's Dictionary => Frommer
1408	olo'eyktan	o.lo.ˈʔɛjk.tan	NULL	n.	clan leader	ASG (2009)
1420	omum	·o.ˈm·um	<0><1>om<2>um	vtr.	know	Taronyu's Dictionary => Frommer
1428	ontu	ˈon.tu	NULL	n.	nose	Avatar Movie, James Cameron
1432	pähem	ˈp·æ.h·ɛm	p<0><1>äh<2>em	vin.	arrive	Taronyu's Dictionary -> Survival Guide
1436	pak	pak̚	NULL	part.	disparagement	Taronyu's Dictionary -> Survival Guide
1440	pa'li	ˈpaʔ.li	NULL	n.	direhorse	Taronyu's Dictionary -> Survival Guide
1444	palulukan	ˌpa.lu.ˈlu.kan	NULL	n.	thanator	Taronyu's Dictionary -> Survival Guide
1448	pam	pam	NULL	n.	sound	Taronyu's Dictionary -> Survival Guide
1452	pamtseo	ˈpam.t͡sɛ.o	NULL	n.	music	Taronyu's Dictionary -> Survival Guide
1456	pamtseowll	ˈpam.t͡sɛ.o.wḷ	NULL	n.	cat ear, music plant	http://forum.learnnavi.org/language-updates/ewll/ (4 Jul 2010)
1460	pängkxo	p·æŋ.ˈk'·o	p<0><1>ängkx<2>o	vin.	chat, converse, have a conversation	Taronyu's Dictionary => Paul Frommer
1468	pänutìng	ˈpæ.nu.t·ɪŋ	pänut<0><1><2>ìng	vtr.	promise (a thing to someone) (ii)	Activist Survival Guide; (26 Jan 2013) http://forum.learnnavi.org/language-updates/panuting/
1472	pätsì	ˈpæ.t͡sɪ	NULL	n.	badge	Taronyu's Dictionary -> Survival Guide
1476	pawm	p·awm	p<0><1><2>awm	vtr.	ask	Activist Survival Guide; (31 Aug 2011) http://naviteri.org/2011/08/reported-speech-reported-questions/
1480	pay	paj	NULL	n.	water, liquid	Taronyu's Dictionary 9.661 < Frommer
1484	paywll	ˈpaj.wḷ	NULL	n.	water plant, dapophet	http://forum.learnnavi.org/language-updates/ewll/ (4 Jul 2010)
1488	--pe+	pɛ	NULL	affix	inter. marker	Frommer
1492	pe'un	ˈp·ɛ.ʔ·un	p<0><1>e'<2>un	vtr.	decide	Paul Frommer http://forum.learnnavi.org/intermediate/language-update-a-closer-look-at-dr-frommers-letter/
1496	pefya	pɛ.ˈfja	NULL	inter.	how	Taronyu's Dictionary -> Survival Guide
1500	pehem	pɛ.ˈhɛm	NULL	inter.	what (action)	Taronyu's Dictionary -> Survival Guide
1504	pehrr	pɛ.ˈhṛ	NULL	inter.	when	Taronyu's Dictionary -> Survival Guide
1508	pelun	pɛ.ˈlun	NULL	inter.	why	Taronyu's Dictionary -> Survival Guide
1512	peng	p·ɛŋ	p<0><1><2>eng	vtr.	tell	Taronyu's Dictionary -> Survival Guide
1516	penghrrap	pɛŋ.ˈhṛ.ap̚	NULL	n.	binary sunshine, fringed lamp	http://forum.learnnavi.org/language-updates/ewll/ (4 Jul 2010)
1520	peseng	pɛ.ˈsɛŋ	NULL	inter.	where	Taronyu's Dictionary -> Survival Guide
1524	pesu	pɛ.ˈsu	NULL	inter.	who	Taronyu's Dictionary -> Survival Guide
1528	peu	pɛ.ˈu	NULL	inter.	what (thing)	Taronyu's Dictionary -> Survival Guide
1532	pey	p·ɛj	p<0><1><2>ey	vin.	wait, wait for	Frommer (23. Apr 2012) http://forum.learnnavi.org/language-updates/wait-a-minute-pey-is-intransitive/
1540	pizayu	ˈpi.za.ju	NULL	n.	ancestor	Taronyu's Dictionary -> Survival Guide
1544	plltxe	p·ḷ.ˈt'·ɛ	p<0><1>lltx<2>e	vtr.	speak	Taronyu's Dictionary -> Survival Guide
1548	po	po	NULL	pn.	he, she	Taronyu's Dictionary -> Survival Guide
1552	poan	po.ˈan	NULL	pn.	he (no plural form: use (ay)fo)	Taronyu's Dictionary -> Survival Guide
1556	poe	po.ˈɛ	NULL	pn.	she (no plural form: use (ay)fo)	Frommer http://wiki.learnnavi.org/index.php?title=Canon#Trials_.26_transitivity
1560	pongu	ˈpo.ŋu	NULL	n.	a group or party of people	Taronyu's Dictionary -> Survival Guide
1564	prrnen	ˈpṛ.nɛn	NULL	n.	infant, baby	http://wiki.learnnavi.org/index.php?title=Canon#Midsummer_Night.27s_Dream_Vocabulary
1568	prrnesyul	ˈpṛ.nɛ.sjul	NULL	n.	bud	http://wiki.learnnavi.org/index.php?title=Canon#Midsummer_Night.27s_Dream_Vocabulary
1572	prrte'	ˈpṛ.tɛʔ	NULL	adj.	pleasurable (of an activity)	Taronyu's Dictionary 9.661 -> Paul Frommer
1580	pxan	p'an	NULL	adj.	worthy	Frommer (20.2.2011) http://naviteri.org/2011/02/new-vocabulary-part-2/
1584	pxasìk	ˈp'a.sɪk̚	NULL	intj.	screw that!, no way! (vulgar)	Taronyu's Dictionary 9.665 < Frommer
1588	pxasul	ˈp'a.sul	NULL	adj.	fresh, appealing as food	Taronyu's Dictionary -> Survival Guide
1592	pxay	p'aj	NULL	adj.	many	Taronyu's Dictionary -> Survival Guide
1604	pxey	p'ɛj	NULL	num.	three	NULL
1608	pxi	p'i	NULL	adj.	sharp (as a point)	Frommer (28. Mrz 2012) http://naviteri.org/2012/03/spring-vocabulary-part-1/
1612	pxìm	p'ɪm	NULL	adv.	often	Taronyu's Dictionary 9.665 < Frommer
1616	pxiut	ˈp'i.ut̚	NULL	n.	razor palm, sharp tree	http://forum.learnnavi.org/language-updates/ewll/ (4 Jul 2010)
1620	pxorna'	ˈp'oɾ.naʔ	NULL	n.	episoth, exploding seed	http://forum.learnnavi.org/language-updates/ewll/ (4 Jul 2010)
1624	pxun	p'un	NULL	n.	arm	Taronyu's Dictionary -> Survival Guide
1628	pxuntil	ˈp'un.til	NULL	n.	elbow	Taronyu's Dictionary -> Survival Guide
1632	rä'ä	ɾæ.ˈʔæ	NULL	part.	do not (for negative imperatives, commands only)	Taronyu's Dictionary -> Survival Guide
1640	ral	ɾal	NULL	n.	meaning	Taronyu's Dictionary -> Survival Guide
1644	ralpeng	ɾal.ˈp·ɛŋ	ralp<0><1><2>eng	vtr.	interpret (ii)	Taronyu's Dictionary 10.015 => Frommer
1656	rawke	ˈɾaw.kɛ	NULL	intj.	alarm cry, call to defense	Taronyu's Dictionary -> Survival Guide
1660	rel	ɾɛl	NULL	n.	image, picture	Frommer: (01.02.2010) http://forum.learnnavi.org/language-updates/art-related-vocab/
1664	reltseo	ˈɾɛl.t͡sɛ.o	NULL	n.	visual art	Taronyu's Dictionary 9.665 < Frommer
1668	reltseotu	ˈɾɛl.t͡sɛ.o.tu	NULL	n.	artist (visual) 	Taronyu's Dictionary 9.665 < Frommer
1672	renu	ˈɾɛ.nu	NULL	n.	pattern	Taronyu's Dictionary -> Survival Guide
1676	rey	ɾ·ɛj	r<0><1><2>ey	vin.	live	Taronyu's Dictionary -> Survival Guide
1684	rikx	ɾ·ik'	r<0><1><2>ikx	vin.	move, shift position	Frommer (22. March 2010) http://whyisthisnight.com/addl-more.html#na%27vi http://forum.learnnavi.org/language-updates/why-is-this-night/msg153533/#msg153533
1688	rim	ɾim	NULL	adj.	yellow	Frommers Blog (26. Aug 2010) http://naviteri.org/2010/08/mipa-ayopin-mipa-ayliu-new-colors-new-words/
1692	rina'	ɾi.ˈnaʔ	NULL	n.	seed	Taronyu's Dictionary -> Survival Guide
1696	riti	ˈɾi.ti	NULL	n.	stingbat	Taronyu's Dictionary -> Survival Guide
1700	rol	ɾ·ol	r<0><1><2>ol	v.	sing	Taronyu's Dictionary -> Survival Guide
1708	ronsem	ˈɾon.sɛm	NULL	n.	mind	Taronyu's Dictionary -> Survival Guide
1716	rum	ɾum	NULL	n.	ball	Taronyu's Dictionary
1720	rumut	ˈɾum.ut̚	NULL	n.	ball tree	http://forum.learnnavi.org/language-updates/ewll/ (4 Jul 2010)
1724	run	ɾ·un	r<0><1><2>un	vtr.	find, discover	Frommer (31 Jan 2010) http://forum.learnnavi.org/language-updates/another-email-from-frommer/msg68133/#msg68133
1728	rutxe	ɾu.ˈt'ɛ	NULL	intj.	please	Avatar Movie
1736	sa'nok	ˈsaʔ.nok̚	NULL	n.	mother	http://en.wiktionary.org/wiki/Appendix:Na'vi
1740	sa'nu	ˈsaʔ.nu	NULL	n.	mum, mommy (affectionate form of)	http://en.wiktionary.org/wiki/Appendix:Na'vi
1748	san	san	NULL	adv.	saying, quote	http://en.wiktionary.org/wiki/Appendix:Na'vi
1752	sänume	sæ.ˈnu.mɛ	NULL	n.	teaching, instruction	http://en.wiktionary.org/wiki/Appendix:Na'vi
1756	säspxin	sæ.ˈsp'in	NULL	n.	disease, sickness, illness	http://wiki.learnnavi.org/index.php?title=Canon#Midsummer_Night.27s_Dream_Vocabulary
1760	sempu	ˈsɛm.pu	NULL	n.	daddy (affectionate form of)	http://en.wiktionary.org/wiki/Appendix:Na'vi
1764	sempul	ˈsɛm.pul	NULL	n.	father	http://en.wiktionary.org/wiki/Appendix:Na'vi
1768	set	sɛt̚	NULL	adv.	now	http://en.wiktionary.org/wiki/Appendix:Na'vi
1772	sevin	sɛ.ˈvin	NULL	adj.	pretty	Paul Frommer Language Log http://en.wiktionary.org/wiki/Appendix:Na'vi
1776	seyri	ˈsɛj.ɾi	NULL	n.	lip	Taronyu's Dictionary 9.665 -> James Cameron
1784	seze	ˈsɛ.zɛ	NULL	n.	blue flower	Zoe Saldana (05 Jul 2010) http://forum.learnnavi.org/language-updates/stxo/
1788	si	s·i	s<0><1><2>i	vin.	auxiliary verb, postpositional nonbound verb do, make	Frommer
1792	sì	sɪ	NULL	part.	and (connects two things, can be attached as sì: for clauses use)	http://en.wiktionary.org/wiki/Appendix:Na'vi
1796	sìk	sɪk̚	NULL	adv.	unquote	http://en.wiktionary.org/wiki/Appendix:Na'vi
1800	sìlpey	sɪl.ˈp·ɛj	sìlp<0><1><2>ey	vin.	hope (with tsnì for thing hoped, unless in independent clause) (ii)	http://forum.learnnavi.org/intermediate/language-update-a-closer-look-at-dr-frommers-letter/
1804	sìlronsem	sɪl.ˈɾon.sɛm	NULL	adj.	clever, smart (thing)	http://en.wiktionary.org/wiki/Appendix:Na'vi
1808	sìltsan	sɪl.ˈt͡san	NULL	adj.	good (of its kind), well done	http://en.wiktionary.org/wiki/Appendix:Na'vi
1820	ska'a	sk·a.ˈʔ·a	sk<0><1>a'<2>a	vtr.	destroy	http://en.wiktionary.org/wiki/Appendix:Na'vi
1824	skxawng	sk'awŋ	NULL	n.	moron, idiot	http://en.wiktionary.org/wiki/Appendix:Na'vi
1828	slä	slæ	NULL	conj.	but	http://en.wiktionary.org/wiki/Appendix:Na'vi
1832	slu	sl·u	sl<0><1><2>u	vin.	become (noun predicate with ne in ambiguous constructions)	http://en.wiktionary.org/wiki/Appendix:Na'vi
1836	sngä'i	ˈsŋ·æ.ʔ·i	sng<0><1>ä'<2>i	vim.	begin, start	http://en.wiktionary.org/wiki/Appendix:Na'vi
1840	sngä'ikrr	ˈsŋæ.ʔi.kṛ	NULL	n.	beginning, starting time	Taronyu's Dictionary 9.665 < Frommer
1844	sngel	sŋɛl	NULL	n.	garbage, trash, rubbish	http://en.wiktionary.org/wiki/Appendix:Na'vi
1848	sngeltseng	ˈsŋɛl.t͡sɛŋ	NULL	n.	rubbish place, garbage dump	Taronyu's Dictionary 9.665 < Frommer
1852	snumìna	ˈsnu.mɪ.na	NULL	adj.	dim	http://en.wiktionary.org/wiki/Appendix:Na'vi
1856	som	som	NULL	adj.	hot	http://en.wiktionary.org/wiki/Appendix:Na'vi
1860	somtìlor	ˈsom.tɪ.loɾ	NULL	n.	popsicle, hot beauty	http://forum.learnnavi.org/language-updates/ewll/ (4 Jul 2010)
1864	spaw	sp·aw	sp<0><1><2>aw	vtr.	believe	http://forum.learnnavi.org/intermediate/language-update-a-closer-look-at-dr-frommers-letter/
1868	spxam	sp'am	NULL	n.	mushroom, fungus	Frommer (3. April 2010) http://forum.learnnavi.org/language-updates/stxo-a-vay-set-lu-ke-awnomum/
1872	spe'e	sp·ɛ.ˈʔ·ɛ	sp<0><1>e'<2>e	vtr.	capture	http://en.wiktionary.org/wiki/Appendix:Na'vi
1876	spe'etu	spɛ.ˈʔɛ.tu	NULL	n.	captive	Taronyu's Dictionary
1880	spxin	sp'in	NULL	adj.	sick	http://wiki.learnnavi.org/index.php?title=Canon#Midsummer_Night.27s_Dream_Vocabulary
1884	srak	sɾak̚	NULL	part.	inter. marker for yes or no questions	http://en.wiktionary.org/wiki/Appendix:Na'vi
1885	srake	ˈsɾa.kɛ	NULL	part.	inter. marker for yes or no questions	Frommer (01. December 2009) http://www.vanityfair.com/online/oscars/2009/12/brushing-up-on-navi-the-language-of-avatar.html
1888	srane	ˈsɾa.nɛ	NULL	part., intj.	yes	http://en.wiktionary.org/wiki/Appendix:Na'vi
1892	srew	sɾ·ɛw	sr<0><1><2>ew	vin.	dance	Frommer > Taronyu (22.02.2010) http://en.wiktionary.org/wiki/Appendix:Na'vi
1896	srung	sɾuŋ	NULL	n.	help, assistance	http://en.wiktionary.org/wiki/Appendix:Na'vi
1900	stawm	st·awm	st<0><1><2>awm	vtr.	hear	http://forum.learnnavi.org/intermediate/language-update-a-closer-look-at-dr-frommers-letter/
1904	steftxaw	st·ɛ.ˈft'·aw	st<0><1>eftx<2>aw	vtr.	examine, check	Frommer => Taronyu's Dictionary 9.53http://en.wiktionary.org/wiki/Appendix:Na'vi
1908	stum	stum	NULL	adv.	almost	http://en.wiktionary.org/wiki/Appendix:Na'vi
1912	sutx	s·ut'	s<0><1><2>utx	vtr.	track, follow	http://en.wiktionary.org/wiki/Appendix:Na'vi
1916	swaw	swaw	NULL	n.	moment	http://en.wiktionary.org/wiki/Appendix:Na'vi
1920	swey	swɛj	NULL	adj.	best	http://forum.learnnavi.org/intermediate/language-update-a-closer-look-at-dr-frommers-letter/
1924	swirä	swi.ˈɾæ	NULL	n.	creature	http://en.wiktionary.org/wiki/Appendix:Na'vi
1928	swizaw	swi.ˈzaw	NULL	n.	arrow	http://en.wiktionary.org/wiki/Appendix:Na'vi
1932	swok	swok̚	NULL	adj.	sacred	http://en.wiktionary.org/wiki/Appendix:Na'vi
1936	swotu	ˈswo.tu	NULL	n.	sacred place	Taronyu's Dictionary 9.665 < Frommer
1944	syaw	sj·aw	sy<0><1><2>aw	vin.	call	http://en.wiktionary.org/wiki/Appendix:Na'vi
1948	syulang	ˈsju.laŋ	NULL	n.	flower	http://wiki.learnnavi.org/index.php?title=Canon#Midsummer_Night.27s_Dream_Vocabulary
1956	ta	ta	NULL	adp.	from (locative), from (temporal sense with other time words)	NULL
1960	ta'em	ta.ˈʔɛm	NULL	adv.	from above	Taronyu's Dictionary 9.665 < Frommer
1964	tafral	ta.ˈfɾal	NULL	adv.	therefore, because of that	http://forum.learnnavi.org/language-updates/talun-taweyk-tafral-lun-oeyk-holpxay-hol/
1968	täftxu	t·æ.ˈft'·u	t<0><1>äftx<2>u	vtr.	weave	NULL
1972	täftxuyu	tæ.ˈft'u.ju	NULL	n.	weaver	NULL
1976	takuk	ˈt·a.k·uk̚	t<0><1>ak<2>uk	vtr.	strike, beat, slap	https://forum.learnnavi.org/language-updates/little-confirmation-on-takuk/ (21 Mar 2017)
1980	talioang	ˈtal.ˌi.o.aŋ	NULL	n.	sturmbeest	James Cameron's Avatar - The Game
1984	talun	ta.ˈlun	NULL	conj.	because, from the reason	Frommer (01. February 2010) http://forum.learnnavi.org/language-updates/talun-taweyk-tafral-lun-oeyk-holpxay-hol/msg69552/
1985	taluna	ta.ˈlu.na	NULL	conj.	because, from the reason	Frommer (01.02.2010) an Prrton http://forum.learnnavi.org/language-updates/talun-taweyk-tafral-lun-oeyk-holpxay-hol/
1988	tam	t·am	t<0><1><2>am	vin., intj.	that will suffice, that will do, OK	Frommer (18. Feb 2010) http://forum.learnnavi.org/language-updates/ok!-we-got-ok/
1992	tam tam	ˈtam ˈtam	NULL	intj.	calm, be content, there there	NULL
1996	tangek	ˈta.ŋɛk̚	NULL	n.	trunk (of a tree)	NULL
2000	tanhì	tan.ˈhɪ	NULL	n.	star, bioluminescent freckle	http://en.wiktionary.org/wiki/Appendix:Na'vi
2004	taron	ˈt·a.ɾ·on	t<0><1>ar<2>on	vtr.	hunt	http://en.wiktionary.org/wiki/Appendix:Na'vi
2008	taronyu	ˈta.ɾon.ju	NULL	n.	hunter	http://en.wiktionary.org/wiki/Appendix:Na'vi
2016	tautral	ˈta.ut.ɾal	NULL	n.	sky tree	http://forum.learnnavi.org/language-updates/ewll/ (4 Jul 2010)
2020	taw	taw	NULL	n.	sky	http://en.wiktionary.org/wiki/Appendix:Na'vi
2024	taweyk	ta.ˈwɛjk̚	NULL	conj.	because, based on the cause	Frommer (01. February 2010) http://forum.learnnavi.org/language-updates/talun-taweyk-tafral-lun-oeyk-holpxay-hol/msg69552/
2025	taweyka	ta.ˈwɛj.ka	NULL	conj.	because, based on the cause	Frommer (01. February 2010) http://forum.learnnavi.org/language-updates/talun-taweyk-tafral-lun-oeyk-holpxay-hol/
2032	tawsìp	ˈtaw.sɪp̚	NULL	n.	skyship	NULL
2036	tawng	t·awŋ	t<0><1><2>awng	vin.	duck, dive	NULL
2040	tawtsngal	ˈtaw.t͡sŋal	NULL	n.	panopyra, sky cup	http://forum.learnnavi.org/language-updates/ewll/ (4 Jul 2010)
2044	tawtute	ˈtaw.tu.tɛ	NULL	n.	skyperson, human	NULL
2048	te	tɛ	NULL	part.	used in full names	NULL
2056	tel	t·ɛl	t<0><1><2>el	vtr.	receive	http://forum.learnnavi.org/intermediate/language-update-a-closer-look-at-dr-frommers-letter/
2060	telem	tɛ.ˈlɛm	NULL	n.	cord	http://naviteri.org/2013/04/wheres-the-bathroom-and-other-useful-things/ (25 Apr 2013)
2064	teng	tɛŋ	NULL	adj.	same, equal	NULL
2068	tengfya	ˈtɛŋ.fja	NULL	conj.	as, same way as (situational similarity)	Frommer => Taronyu's Dictionary
2072	tengkrr	tɛŋ.ˈkṛ	NULL	conj.	while, same time as	NULL
2080	teri	tɛ.ˈɾi	NULL	adp.	about, concerning	http://forum.learnnavi.org/language-updates/all-adpositions/
2084	terkup	ˈt·ɛɾ.k·up̚	t<0><1>erk<2>up	vin.	die	Taronyu's Dictionary 9.53 < Frommer
2088	teswotìng	tɛ.ˈswo.t·ɪŋ	teswot<0><1><2>ìng	vtr.	grant (ii)	http://en.wiktionary.org/wiki/Appendix:Na'vi
2092	teya	tɛ.ˈja	NULL	adj.	full	NULL
2096	teylu	ˈtɛj.lu	NULL	n.	beetle larva	Pandorapedia http://www.pandorapedia.com/fauna/forest/teylu
2100	tewti	ˈtɛw.ti	NULL	intj.	wow, expression of surprise and pleasure	NULL
2108	til	til	NULL	n.	joint, hinge	NULL
2116	tirea	ti.ˈɾɛ.a	NULL	n.	spirit	NULL
2120	tireafya'o	ti.ˈɾɛ.a.ˌfja.ʔo	NULL	n.	spirit path	NULL
2124	tireaioang	ti.ˈɾɛ.a.i.ˌo.aŋ	NULL	n.	spirit animal	NULL
2128	tireapängkxo	ti.ˈɾɛ.a.p·æŋ.ˌk'·o	tireap<0><1>ängkx<2>o	v.	commune	Taronyu's Dictionary 9.665 < Frommer
2136	tì'eyng	tɪ.ˈʔɛjŋ	NULL	n.	answer, response	http://forum.learnnavi.org/intermediate/language-update-a-closer-look-at-dr-frommers-letter/
2140	tìfmetok	tɪ.ˈfmɛ.tok̚	NULL	n.	test	Taronyu's Dictionary 9.718 < Frommer
2144	tìftang	tɪ.ˈftaŋ	NULL	n.	stopping, the glottal stop	Frommer (28. April 2010) http://forum.learnnavi.org/language-updates/ayliuo-fa-ni-si-ti/
2148	tìfyawìntxu	tɪ.fja.wɪn.ˈt'u	NULL	n.	guidance	Frommer (20. January 2010) http://forum.learnnavi.org/news-announcements/a-response-from-paul-frommer!/
2152	tìhawnu	tɪ.ˈhaw.nu	NULL	n.	protection	Film (18. December 2009) http://wiki.learnnavi.org/index.php?title=Na%27vi_from_Avatar_Movie#Eytukan.27s_Death
2156	tìkangkem	tɪ.ˈkaŋ.kɛm	NULL	n.	work	http://forum.learnnavi.org/intermediate/language-update-a-closer-look-at-dr-frommers-letter/
2160	tìkawng	tɪ.ˈkawŋ	NULL	n.	evil	Taronyu's Dictionary 9.74 < Frommer
2164	tìkenong	tɪ.ˈkɛ.noŋ	NULL	n.	example	NULL
2168	tìkin	tɪ.ˈkin	NULL	n.	need	NULL
2172	tìlor	tɪ.ˈloɾ	NULL	n.	beauty	Frommer http://forum.learnnavi.org/website-info/the-dictionary-part-ii/msg530248/#msg530248
2176	tìng	t·ɪŋ	t<0><1><2>ìng	vtr.	give	Frommer (21.10.2011) http://forum.learnnavi.org/language-updates/txing-and-hum/
2180	tìng mikyun	ˈt·ɪŋ ˈmik.jun	t<0><1><2>ìng mikyun	vin.	listen	Taronyu's Dictionary 9.665 < Frommer
2184	tìng nari	ˈt·ɪŋ ˈna.ɾi	t<0><1><2>ìng nari	vin.	look	27 November 2012 http://naviteri.org/2012/11/renu-ayinanfyaya-the-senses-paradigm/
2188	tìngay	tɪ.ˈŋaj	NULL	n.	truth	NULL
2192	tìpawm	tɪ.ˈpawm	NULL	n.	question	Frommer (19. January 2010) http://wiki.learnnavi.org/index.php?title=Canon#Extracts_from_various_emails
2196	tìran	t·ɪ.ˈɾ·an	t<0><1>ìr<2>an	vin.	walk	http://en.wiktionary.org/wiki/Appendix:Na'vi
2200	tìyawn	tɪ.ˈjawn	NULL	n.	love	http://forum.learnnavi.org/intermediate/language-update-a-closer-look-at-dr-frommers-letter/
2204	tìrey	tɪ.ˈɾɛj	NULL	n.	life	ASG; http://wiki.learnnavi.org/index.php?title=Corpus#New_York_Times (end 2009); http://forum.learnnavi.org/language-updates/life-death-and-gerunds/ (17 May 2010)
2208	tìrol	tɪ.ˈɾol	NULL	n.	song (vocal)	Taronyu's Dictionary
2212	tìspxin	tɪ.ˈsp'in	NULL	n.	the state of being ill, sickness	http://wiki.learnnavi.org/index.php?title=Canon#Midsummer_Night.27s_Dream_Vocabulary
2220	tìtxur	tɪ.ˈt'uɾ	NULL	n.	strength, power	Frommer (28. April 2010) http://forum.learnnavi.org/language-updates/ayliuo-fa-ni-si-ti/
2224	to	to	NULL	part.	comparative marker than (behaves like an adp.)	http://forum.learnnavi.org/language-updates/prrwll-moss-the-comparative-to-construct/ (24 Feb 2010)
2232	tok	t·ok̚	t<0><1><2>ok	vtr.	be at, occupy a space	http://en.wiktionary.org/wiki/Appendix:Na'vi
2236	toktor	ˈtok.toɾ	NULL	n.	doctor	http://en.wiktionary.org/wiki/Appendix:Na'vi
2240	tokx	tok'	NULL	n.	body	http://en.wiktionary.org/wiki/Appendix:Na'vi
2244	tompa	ˈtom.pa	NULL	n.	rain	http://en.wiktionary.org/wiki/Appendix:Na'vi
2248	toruk	ˈto.ɾuk̚	NULL	n.	great leonopteryx, last shadow	http://en.wiktionary.org/wiki/Appendix:Na'vi
2252	toruk makto	ˈto.ɾuk̚ ˈmak.to	NULL	n.	toruk rider	Frommer (16. February 2010) http://forum.learnnavi.org/language-updates/combined-answers-1-%28feb-16%29/
2256	torukspxam	ˈto.ɾuk.sp'am	NULL	n.	octoshroom, great leonopteryx fungus	http://forum.learnnavi.org/language-updates/ewll/ (4 Jul 2010)
2260	trr	tṛ	NULL	n.	day	http://en.wiktionary.org/wiki/Appendix:Na'vi
2264	trram	tṛ.ˈam	NULL	adv.	yesterday	NULL
2276	tukru	tuk.ˈɾu	NULL	n.	spear	http://en.wiktionary.org/wiki/Appendix:Na'vi
2280	tul	t·ul	t<0><1><2>ul	vin.	run	http://en.wiktionary.org/wiki/Appendix:Na'vi
2284	tung	t·uŋ	t<0><1><2>ung	vtr.	allow	http://en.wiktionary.org/wiki/Appendix:Na'vi  http://naviteri.org/2017/01/meliuteri-alu-tung-si-pllhrr-about-tung-and-pllhrr/ (02 Jan 2017)
2288	tupe	ˈtu.pɛ	NULL	inter.	who	http://en.wiktionary.org/wiki/Appendix:Na'vi
2292	tut	tut̚	NULL	part.	continuation marker	http://en.wiktionary.org/wiki/Appendix:Na'vi
2296	tute	ˈtu.tɛ	NULL	n.	person	http://en.wiktionary.org/wiki/Appendix:Na'vi
2300	tuté	tu.ˈtɛ	NULL	n.	female (person)	http://en.wiktionary.org/wiki/Appendix:Na'vi
2304	tutan	tu.ˈtan	NULL	n.	male (person)	(stress) http://forum.learnnavi.org/language-updates/words-some-new-some-made-clear/msg145127/#msg145127 (16 Mar 2010)
2316	tsa'u	ˈt͡sa.ʔu	NULL	n.	that (thing)	http://en.wiktionary.org/wiki/Appendix:Na'vi
2320	tsaheylu	t͡sa.ˈhɛj.lu	NULL	n.	bond (neural connection)	http://en.wiktionary.org/wiki/Appendix:Na'vi
2328	tsakem	ˈt͡sa.kɛm] or [t͡sa.ˈkɛm	NULL	n.	that (action)	http://en.wiktionary.org/wiki/Appendix:Na'vi
2332	tsakrr	t͡sa.ˈkṛ	NULL	adv.	then, at that time, that time	Frommer (31. Mrz 2012) http://naviteri.org/2012/03/spring-vocabulary-part-2/
2336	tsam	t͡sam	NULL	n.	war	http://en.wiktionary.org/wiki/Appendix:Na'vi
2340	tsampongu	ˈt͡sam.po.ŋu	NULL	n.	war party	Taronyu's Dictionary 9.665 < Frommer
2344	tsamsiyu	ˈt͡sam.si.ju	NULL	n.	warrior	Taronyu's Dictionary 9.665 < Frommer
2348	tsap'alute	t͡sap.ˈʔa.lu.tɛ	NULL	n.	apology	Taronyu's Dictionary -> Survival Guide
2352	tsatseng	t͡sa.ˈt͡sɛŋ] or [ˈt͡sa.t͡sɛŋ	NULL	n.	there, that place	http://en.wiktionary.org/wiki/Appendix:Na'vi
2356	tsatu	ˈt͡sa.tu	NULL	n.	that person	http://en.wiktionary.org/wiki/Appendix:Na'vi
